337097,1702;;BEST;WORST;AVG;STD
350416,3526;;;;;
347649,5206;;;;;
358829,7637;;;;;
340711,703;;;;;
344612,5763;;;;;
322761,5964;;;;;
343706,5626;;;;;
355230,3188;;;;;
332107,6675;;;;;
363616,6962;;;;;
324510,6216;;;;;
336531,4228;;;;;
353544,3938;;;;;
337293,1096;;;;;
329613,6945;;;;;
334275,3389;;;;;
345936,5573;;;;;
337994,8194;;;;;
318314,5459;;;;;
346556,0934;;;;;
341548,6629;;;;;
327496,1831;;;;;
318896,1529;;;;;
369695,4331;;;;;
340698,0681;;;;;
336202,7817;;;;;
340805,5318;;;;;
356368,0328;;;;;
333434,6129;;;;;
322959,5831;;;;;
341381,1865;;;;;
326322,6123;;;;;
326658,2717;;;;;
345134,6874;;;;;
352339,5444;;;;;
326374,6987;;;;;
354188,0549;;;;;
330720,0766;;;;;
319235,8541;;;;;
348921,4495;;;;;
354467,2406;;;;;
344783,2538;;;;;
361068,272;;;;;
340843,0378;;;;;
328158,8518;;;;;
348423,7188;;;;;
337410,7749;;;;;
325272,4854;;;;;
365565,5542;;;;;
342972,2588;;;;;
344463,6337;;;;;
349729,0182;;;;;
360093,4353;;;;;
361607,4118;;;;;
347293,0329;;;;;
355755,065;;;;;
323453,4391;;;;;
358142,3378;;;;;
340270,3105;;;;;
332833,6161;;;;;
346363,3335;;;;;
356114,1922;;;;;
332273,7051;;;;;
336326,261;;;;;
328246,4327;;;;;
344185,0067;;;;;
354355,1571;;;;;
339742,5124;;;;;
334044,7358;;;;;
338510,4771;;;;;
361313,2706;;;;;
318200,6966;;;;;
340650,111;;;;;
343034,4362;;;;;
341396,1879;;;;;
344223,6227;;;;;
331498,787;;;;;
340285,9971;;;;;
325242,8461;;;;;
330409,7348;;;;;
332509,8224;;;;;
362067,0549;;;;;
336138,2597;;;;;
357258,5464;;;;;
334732,0755;;;;;
337270,1217;;;;;
318072,972;;;;;
353280,3313;;;;;
337959,6221;;;;;
353255,2249;;;;;
345173,6988;;;;;
327314,2759;;;;;
348452,1472;;;;;
331774,4013;;;;;
336732,0058;;;;;
357123,0544;;;;;
342078,1428;;;;;
328068,4525;;;;;
370043,9035;;;;;
353028,257;;;;;
347318,1578;;;;;
337356,7999;;;;;
338832,5264;;;;;
370187,0447;;;;;
337295,4636;;;;;
338895,4227;;;;;
332430,1633;;;;;
346157,4967;;;;;
344433,5947;;;;;
322953,6107;;;;;
331157,3364;;;;;
352103,0093;;;;;
326622,7709;;;;;
339986,9019;;;;;
345056,9562;;;;;
356592,6063;;;;;
334493,2782;;;;;
323622,5732;;;;;
366592,4697;;;;;
333294,984;;;;;
329113,2969;;;;;
351610,5837;;;;;
343643,1466;;;;;
343632,043;;;;;
343211,1187;;;;;
338171,3978;;;;;
342060,5351;;;;;
321649,1631;;;;;
346293,257;;;;;
346951,9078;;;;;
349330,3488;;;;;
344820,8744;;;;;
332700,3071;;;;;
341161,9488;;;;;
332294,5674;;;;;
338334,9802;;;;;
333242,8997;;;;;
327786,6801;;;;;
352585,7583;;;;;
334002,4875;;;;;
354113,6706;;;;;
330824,752;;;;;
351193,1239;;;;;
345884,4012;;;;;
373277,8258;;;;;
317591,1708;;;;;
345986,208;;;;;
348885,6161;;;;;
317127,6999;;;;;
343592,9801;;;;;
342554,9259;;;;;
336850,7089;;;;;
342429,8865;;;;;
331494,8623;;;;;
355443,2815;;;;;
321684,8515;;;;;
345166,6574;;;;;
346249,0098;;;;;
357571,3897;;;;;
343933,7613;;;;;
342702,6147;;;;;
348852,6443;;;;;
327731,3412;;;;;
342420,3927;;;;;
333272,3066;;;;;
338325,8607;;;;;
316849,335;;;;;
329317,2817;;;;;
340630,1106;;;;;
345117,1842;;;;;
358537,9107;;;;;
354710,5095;;;;;
327484,16;;;;;
323246,1573;;;;;
357092,297;;;;;
355522,2491;;;;;
343688,9852;;;;;
341757,4054;;;;;
329521,4143;;;;;
352633,3657;;;;;
338871,7205;;;;;
361904,5864;;;;;
341075,4082;;;;;
336446,9308;;;;;
346150,8768;;;;;
326258,3046;;;;;
343059,946;;;;;
315827,9432;;;;;
350525,9193;;;;;
352050,4882;;;;;
346124,26;;;;;
329557,7733;;;;;
360958,5343;;;;;
336897,6761;;;;;
340386,8724;;;;;
322636,0858;;;;;
347590,4385;;;;;
341727,5534;;;;;
355469,049;;;;;
332013,5825;;;;;
324014,0699;;;;;
359351,3729;;;;;
346387,5279;;;;;
349824,253;;;;;
339002,0587;;;;;
326250,9239;;;;;
343008,1153;;;;;
344426,431;;;;;
358706,468;;;;;
333606,8443;;;;;
341968,9986;;;;;
344293,1947;;;;;
330229,8773;;;;;
334467,0534;;;;;
342249,2049;;;;;
331278,6173;;;;;
351571,4386;;;;;
334761,7786;;;;;
337555,761;;;;;
322994,2303;;;;;
325629,1984;;;;;
326343,207;;;;;
340630,5334;;;;;
343395,7286;;;;;
348680,4314;;;;;
334405,6194;;;;;
338869,1945;;;;;
356745,8447;;;;;
336370,3326;;;;;
345545,8486;;;;;
321601,2376;;;;;
355364,9685;;;;;
339442,5546;;;;;
344457,2608;;;;;
330691,0849;;;;;
372469,4091;;;;;
338160,863;;;;;
352444,4337;;;;;
342915,9347;;;;;
356844,9122;;;;;
348295,6931;;;;;
346772,8663;;;;;
351090,0278;;;;;
340325,1862;;;;;
352184,6669;;;;;
355210,8521;;;;;
333430,8992;;;;;
360655,5659;;;;;
334648,0957;;;;;
357559,9678;;;;;
358022,7127;;;;;
320860,9556;;;;;
384125,738;;;;;
346383,4149;;;;;
345628,599;;;;;
342123,751;;;;;
344211,7593;;;;;
332305,1576;;;;;
338103,0154;;;;;
330258,0223;;;;;
332019,7954;;;;;
354494,8052;;;;;
356054,7893;;;;;
336753,4978;;;;;
322400,523;;;;;
339707,7067;;;;;
349917,447;;;;;
346566,0648;;;;;
334789,3347;;;;;
345842,7398;;;;;
323626,7129;;;;;
352373,6216;;;;;
349718,8185;;;;;
336667,8003;;;;;
354116,2392;;;;;
340849,5388;;;;;
338618,2021;;;;;
337699,1036;;;;;
355047,3652;;;;;
328350,0256;;;;;
340276,3204;;;;;
351317,9317;;;;;
340957,762;;;;;
325414,7833;;;;;
344733,8604;;;;;
337681,3244;;;;;
367437,5711;;;;;
340766,0022;;;;;
340608,7251;;;;;
333485,0315;;;;;
345134,1404;;;;;
353842,3239;;;;;
326967,0516;;;;;
329257,2117;;;;;
345240,8343;;;;;
335284,3097;;;;;
345670,7898;;;;;
330540,8326;;;;;
338519,9578;;;;;
339298,7577;;;;;
338106,516;;;;;
345177,987;;;;;
338233,7798;;;;;
331997,215;;;;;
357594,2529;;;;;
358418,2209;;;;;
343850,7699;;;;;
317882,5098;;;;;
338026,2099;;;;;
322515,4932;;;;;
348902,4732;;;;;
330320,8735;;;;;
341016,2841;;;;;
317228,4326;;;;;
333254,7426;;;;;
360718,3034;;;;;
337003,0406;;;;;
344288,1466;;;;;
333985,2664;;;;;
325097,5485;;;;;
328308,9063;;;;;
348297,5532;;;;;
337566,8466;;;;;
328453,5627;;;;;
328023,8272;;;;;
339822,4649;;;;;
327885,4152;;;;;
339885,1157;;;;;
334614,3692;;;;;
353230,7351;;;;;
337544,3608;;;;;
332019,9783;;;;;
347411,6113;;;;;
336148,3752;;;;;
344279,0916;;;;;
344323,0855;;;;;
335794,6716;;;;;
336670,9927;;;;;
345383,2373;;;;;
362131,3287;;;;;
352811,7792;;;;;
341229,3453;;;;;
320581,12;;;;;
326551,8804;;;;;
317304,8736;;;;;
331989,8579;;;;;
351821,8608;;;;;
321678,3246;;;;;
351042,4093;;;;;
327997,3393;;;;;
348940,2274;;;;;
348293,8839;;;;;
355727,6232;;;;;
341694,8081;;;;;
330970,0392;;;;;
331176,6584;;;;;
331817,9582;;;;;
335372,5379;;;;;
339270,3747;;;;;
334671,5557;;;;;
341428,558;;;;;
335345,8704;;;;;
350305,7638;;;;;
325398,0631;;;;;
339975,1863;;;;;
317796,3004;;;;;
340649,75;;;;;
339207,7514;;;;;
337609,3708;;;;;
357787,156;;;;;
340432,9745;;;;;
342882,4877;;;;;
319373,6392;;;;;
339423,0042;;;;;
337171,8674;;;;;
338080,3484;;;;;
353146,2917;;;;;
350679,7608;;;;;
341959,5207;;;;;
344054,6572;;;;;
338031,5871;;;;;
352026,7784;;;;;
339746,8785;;;;;
337509,5778;;;;;
345044,791;;;;;
339339,5953;;;;;
347157,016;;;;;
348216,1656;;;;;
343433,5918;;;;;
350281,5587;;;;;
346745,9972;;;;;
365502,6758;;;;;
331011,0796;;;;;
353647,0696;;;;;
333673,4801;;;;;
359311,1394;;;;;
319921,473;;;;;
341784,3489;;;;;
326538,3759;;;;;
338689,6109;;;;;
333450,5248;;;;;
348930,894;;;;;
355575,528;;;;;
347828,2231;;;;;
358024,3476;;;;;
344341,0935;;;;;
351242,9049;;;;;
334949,0975;;;;;
329422,8342;;;;;
332853,3901;;;;;
367468,5982;;;;;
331771,3986;;;;;
349383,715;;;;;
